StateUnionTerritory,Year,Paddy,Jowar,Bajra,Maize,Ragi,Wheat,Barley,Gram,TurArhar,SugarRaw,Potato,Tobacco,Groundnut,state,RapeSeed,Sesamum,Linseed,CasterSeed,Nigerseed,Cotton,Soyabean,Sannhemp,Pepper,GingerFresh,Chilly,Turmeric,Mesta,Toria,Jute,Ginger,ChillyDry,Banana,Coconut100Nos,ChillyFresh,TurmericFresh,Rice,Nigeseed,TurmericDry,Sunflower,Coconut1000Nos,Arecanut,GingerDry,Cashewnut,Arecanut100Nos,Tapioca
BILASPUR,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1336,2619,1551,..,..,..,..,..,..,,3724,2744,..,,,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1440,2150,1799,..,..,..,..,..,..,,3131,3055,..,,,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
SURGUJA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1194,1398,1275,..,1306,..,..,..,..,,..,2284,..,,,1600,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1462,1845,1733,..,1408,..,..,..,..,,..,2844,..,,,1390,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
RAIGARH,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,..,1899,..,..,1271,..,..,..,..,,4333,2551,..,,,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,2262,1955,..,..,1496,..,..,..,..,,4837,3334,..,,,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
MAHASAMUND,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,3925,..,..,,,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
DHAMTARI,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1080,2355,1581,..,,..,,..,..,..,,,..,,..,,3736,,,,,,..,..,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,1837,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
KAWARDHA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1632,1837,1641,..,,..,,..,..,..,,,,,..,,3230,,,,,,..,..,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1404,2474,1415,..,,..,,..,..,..,,,,,1150,,4375,,,,,,..,..,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
DANTEWADA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1231,1981,..,..,,..,,..,..,2207,,,..,,..,,3635,,,,,,1106,3055,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1960,2067,..,..,,..,,..,..,1923,,,..,,..,,4697,,,,,,1372,3289,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
KANKER,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1199,1935,1375,..,,..,,..,..,2642,,,..,,..,,3631,,,,,,1154,..,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1500,1639,2237,..,,..,,..,..,2083,,,..,,..,,4131,,,,,,1200,2961,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
JANJGIR-CHAMPA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1950,1600,1914,..,,..,,..,..,..,,,..,,..,,3550,,,,,,..,2788,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,2292,2467,1650,..,,..,,..,..,..,,,..,,..,,4378,,,,,,..,3000,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
KORBA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,2025,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,2435,2467,2334,..,,..,,..,..,..,,,..,,..,,4378,,,,,,1600,3466,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
KORIYA,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1274,..,1241,..,,..,,..,..,1528,,,..,,..,,..,,,,,,1462,2962,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1538,..,..,..,,..,,..,..,1649,,,..,,..,,..,,,,,,1550,256 1,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
JASHPUR,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1730,..,..,..,,..,,..,..,..,,,..,,..,,4950,,,,,,1260,3000,,,,,,,
,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1750,..,..,..,,..,,..,..,..,,,..,,..,,5153,,,,,,1592,..,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,,..,,..,..,..,,,..,,..,,..,,,,,,..,..,,,,,,,
CHHATTISGARH,2001-02,,,,,,,,,,,,,,CHHATTISGARH--D,1561,1956,1539,..,1238,..,..,..,..,,3816,2809,..,,,1981,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,CHHATTISGARH--D,1982,2053,1830,..,1453,..,1150,..,..,,4119,3098,..,,,1892,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHHATTISGARH--D,..,..,..,..,..,..,..,..,..,,..,..,..,,,..,,,,,,,,,,,,,,,
CHANDIGARH,2001-02,530,..,..,..,..,610,..,..,..,..,..,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,530,..,..,..,..,620,..,..,..,..,..,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,530,..,..,..,..,631,..,..,..,..,250,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDIGARH,2001-02,530,..,..,..,..,610,..,..,..,..,..,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,530,..,..,..,..,620,..,..,..,..,..,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,530,..,..,..,..,631,..,..,..,..,250,..,..,CHANDIGARH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDIGARH,2001-02,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,2000,,,,,,,,,,,,,,,
CHANDIGARH,2001-02,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,CHANDIGARH,..,..,..,..,,..,,..,..,,..,..,..,..,..,2000,,,,,,,,,,,,,,,
NELLORE,2001-02,517,470,447,464,401,..,..,1479,1469,811,..,4382,1364,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,589,520,484,518,533,..,..,1509,1509,962,..,4682,1383,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,633,575,497,504,497,..,..,1429,1567,862,..,4827,1523,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITTOR,2001-02,577,438,443,492,442,..,..,..,1118,811,..,4382,1289,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,628,431,498,517,497,..,..,1510,1398,875,..,4682,1687,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,630,554,507,506,583,..,..,..,1387,958,..,..,1467,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUDDAPAH,2001-02,639,556,345,505,473,..,..,1479,1319,811,..,..,1293,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,808,610,484,513,530,..,..,1510,1576,875,..,..,1780,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,703,476,449,479,596,..,..,1403,1564,958,..,..,1727,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANANTAPUR,2001-02,564,618,656,446,493,..,..,1595,1235,811,..,..,1231,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,765,613,508,515,491,..,..,1661,1508,875,..,..,1683,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,647,622,513,492,596,..,..,1476,1650,958,..,..,1673,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURNOOL,2001-02,683,589,474,445,499,..,..,1459,1366,811,..,..,1288,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,871,626,461,515,490,..,..,1499,1465,875,,..,1655,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,756,589,446,503,595,..,..,1478,1563,958,..,..,1677,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHBUBNAGAR,2001-02,566,535,380,416,381,..,..,1440,1281,..,..,..,1236,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,643,475,484,498,439,..,..,1351,1587,829,..,..,1543,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,584,509,458,478,465,..,..,1510,1597,776,..,..,1703,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANGAREDDY,2001-02,499,572,380,446,443,..,..,1331,1281,811,..,..,1333,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,617,589,484,493,441,..,..,1351,1677,829,..,..,1772,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,575,593,458,490,476,..,..,1579,1973,776,..,..,1390,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDAK,2001-02,566,472,380,401,446,..,..,1634,1381,811,..,..,1285,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,655,485,484,468,445,..,..,1484,1459,829,..,..,1738,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,570,592,459,431,467,..,..,1399,1762,760,..,..,1535,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIZAMABAD,2001-02,555,535,..,450,418,..,..,1634,1408,811,..,3163,1214,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,683,716,474,480,433,",..",..,1629,1772,829,..,3961,1678,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,574,746,544,406,492,..,..,1326,1749,792,..,..,1677,ANDHRAPRADESH–D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHI,2001-02,3060r,..,382,..,..,738,489,1782,2116,1477,398,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,3665r,..,584,..,..,762,556,1823,1826,1335,279,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,2903r,..,458,..,..,848,698,1831,1985,1431,221,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHI,2001-02,3060r,..,382,..,..,738,489,1782,2116,1477,398,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,3665r,..,584,..,..,762,556,1823,1826,1335,279,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,2903r,..,458,..,..,848,698,1831,1985,1431,221,..,..,DELHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHI,2001-02,,,,,,,,,,,,,,DELHI,1284,..,..,..,,..,,..,..,,,..,..,..,..,..,3634,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,DELHI,1321,..,..,..,,..,,..,..,,,..,..,..,..,..,3573,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,DELHI,1948,..,..,..,,..,,..,..,,,..,..,..,..,..,4294,,,,,,,,,,,,,,
DELHI,2001-02,,,,,,,,,,,,,,DELHI,1284,..,..,..,,..,,..,..,,,..,..,..,..,..,3634,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,DELHI,1321,..,..,..,,..,,..,..,,,..,..,..,..,..,3573,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,DELHI,1948,..,..,..,,..,,..,..,,,..,..,..,..,..,4294,,,,,,,,,,,,,,
DADRA AND NAGAR,2001-02,469,..,..,..,362,..,..,..,1808,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,436,..,..,..,575,..,..,..,1949,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,534,..,..,..,638,..,..,..,2144,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DADRA AND NAGAR,2001-02,469,..,..,..,362,..,..,..,1808,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,436,..,..,..,575,..,..,..,1949,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,534,..,..,..,638,..,..,..,2144,..,..,..,..,DADRAANDNAGARHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DADRA AND NAGAR,2001-02,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
DADRA AND NAGAR,2001-02,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,DADRAANDNAGARHA,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
GOA,2001-02,455,..,..,..,700,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,568,..,..,..,650,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,539,..,..,..,600,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOA,2001-02,455,..,..,..,700,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,568,..,..,..,650,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,539,..,..,..,600,..,..,..,..,80**,..,..,..,GOA--DISTRICTWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOA,2001-02,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
GOA,2001-02,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,GOA--DISTRICTWI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
AHMEDABAD,2001-02,700,550,545,..,..,864,..,1543,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,660,631,562,..,..,738,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,668,435,573,..,..,809,..,1383,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANDHINAGAR,2001-02,701,..,447,..,..,742,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,734,860,637,524,..,732,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,646,..,576,..,..,766,..,..,..,..,332,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANAS KANTHA,2001-02,..,600,550,350,..,700,..,..,..,..,400,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,500,450,..,750,..,..,..,..,300,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,986,519,500,..,800,..,..,..,..,400,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VADODARA,2001-02,618,543,506,599,..,822,..,..,1580,..,..,1375,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,623,548,511,604,..,826,..,..,1585,,..,1380,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,623,548,511,604,..,826,..,..,1585,..,..,1380,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARUCH,2001-02,627,740,..,480,..,800,..,..,1550,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,612,755,..,510,..,1060,..,..,1700,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,635,765,..,540,..,1075,..,1650,1720,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALSAD,2001-02,663,901,..,..,531,..,..,..,..,1410,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,506,840,..,..,515,..,..,..,..,1442,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,514,856,..,..,525,..,..,,..,1070,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE DANGS,2001-02,550,..,..,..,512,..,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,625,..,..,..,525,..,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,675,..,..,..,805,..,..,..,..,..,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHEDA,2001-02,619,..,425,520,..,687,..,1636,1477,..,464,1562,1276,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,668,..,525,528,..,711,..,1691,1538,..,509,1000,1664,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,529,,515,504,..,676,..,1696,1818,..,243,2393,1591,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHESANA,2001-02,..,625,548,..,..,895,..,..,..,..,445,1315,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,612,600,..,..,845,..,..,..,..,445,1318,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,612,642,..,..,796,..,..,..,..,282,3000,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANCH MAHALS,2001-02,561,..,359,418,466,716,..,1409,1500,..,450,..,1330,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,505,..,506,530,..,656,..,1512,1610,..,..,,1520,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,495,..,515,475,..,660,..,1525,1620,..,..,..,1530,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABAR KANTHA,2001-02,724,753,449,497,..,811,..,..,1476,..,..,..,1265,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,708,518,544,549,..,784,..,..,1525,..,..,..,1616,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,720,677,502,550,..,790,..,1422,1719,..,445,..,1689,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAT,2001-02,..,692,..,..,..,936,..,..,1738,1200,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,740,..,..,..,946,..,..,1754,1219,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,755,..,..,..,964,..,..,1716,1252,..,..,..,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMRELI,2001-02,..,..,409,..,..,777,..,..,..,1152,..,..,1310,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,515,..,..,912,..,..,..,1150,..,..,1706,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,515,..,..,838,..,..,..,1277,..,..,1653,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHAVNAGAR,2001-02,..,..,456,..,..,805,..,..,..,..,..,..,1169,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,537,..,..,720,..,..,..,..,..,..,1703,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,580,..,..,765,..,..,..,..,..,..,1653,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMNAGAR,2001-02,..,..,548,..,..,723,..,..,..,..,..,..,1317,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,574,..,..,807,..,..,..,..,..,..,1577,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,571,..,..,771,..,..,..,..,..,..,1713,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNAGADH,2001-02,..,550,505,..,..,800,..,..,..,..,..,..,1470,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,598,587,..,..,868,..,..,..,1152,..,..,1575,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,556,625,..,..,800,..,..,..,1172,..,..,1720,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KACHCHH,2001-02,..,..,633,..,..,830,..,..,..,1100,..,..,1352,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,650,..,..,750,..,..,..,..,..,..,1650,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,646,..,,740,..,..,..,..,..,..,1626,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJKOT,2001-02,..,..,505,..,…,772,..,1514,..,..,..,..,1469,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,552,,..,822,..,1596,..,..,..,..,1558,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,556,..,..,800,..,1627,..,..,..,..,1707,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURENDRANAGAR,2001-02,..,..,550,..,..,840,..,1842,..,..,..,..,1360,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,647,..,..,738,..,1788,..,..,..,..,1603,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,570,..,..,800,..,1650,..,..,..,..,1790,GUJARAT--DISTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
